,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,59.83842449188232,40.38374733924866,0.9878096846846847,0.9904466966966966,1,0.0001,rbf,"{'kernel': 'rbf', 'gamma': 0.0001, 'C': 1}",19,0.9883164414414415,0.9901463963963963,0.9866272522522522,0.990990990990991,0.9877533783783784,0.9915540540540541,0.9881756756756757,0.9902402402402403,0.9881756756756757,0.9893018018018018,0.7001888928882147,0.6188560589171341,0.000620647738880884,0.0007702058757013141
1,52.61504888534546,35.22882814407349,0.9909628378378378,0.9940315315315317,1,0.0002,rbf,"{'kernel': 'rbf', 'gamma': 0.00020000000000000001, 'C': 1}",14,0.9914132882882883,0.9935247747747747,0.9898648648648649,0.9936186186186187,0.9898648648648649,0.9950262762762763,0.9914132882882883,0.9943693693693694,0.9922578828828829,0.9936186186186187,1.018380665739126,0.7335915605467448,0.0009480550811082431,0.0005833434785255167
2,52.71173648834228,35.24499435424805,0.9918637387387388,0.9957582582582584,1,0.0003,rbf,"{'kernel': 'rbf', 'gamma': 0.00030000000000000003, 'C': 1}",12,0.9931024774774775,0.9954016516516516,0.9915540540540541,0.9950262762762763,0.9905686936936937,0.9968093093093093,0.9919763513513513,0.9960585585585585,0.9921171171171171,0.9954954954954955,0.5251890402270956,0.3639429937841595,0.0008227274322186032,0.0006207896174377395
3,56.38092045783996,36.64759378433227,0.9918074324324324,0.996584084084084,1,0.0004,rbf,"{'kernel': 'rbf', 'gamma': 0.00040000000000000002, 'C': 1}",13,0.9931024774774775,0.9966216216216216,0.9914132882882883,0.9963400900900901,0.9911317567567568,0.9968093093093093,0.9915540540540541,0.9967154654654654,0.9918355855855856,0.996433933933934,0.5055716730959298,0.28374308251774016,0.0006861518922834311,0.00017405440119173422
4,59.80298004150391,39.233823728561404,0.992088963963964,0.997240990990991,1,0.0005,rbf,"{'kernel': 'rbf', 'gamma': 0.00050000000000000001, 'C': 1}",11,0.9932432432432432,0.996996996996997,0.9918355855855856,0.9969031531531531,0.9911317567567568,0.9976539039039038,0.9919763513513513,0.9976539039039038,0.9922578828828829,0.996996996996997,1.025311174413982,0.7536682539193652,0.0006861518922834156,0.00033887894304180066
5,31.69294638633728,20.00108184814453,0.9931587837837837,0.997897897897898,10,0.0001,rbf,"{'kernel': 'rbf', 'gamma': 0.0001, 'C': 10}",10,0.9947916666666666,0.9974662162162162,0.9929617117117117,0.9978415915915916,0.9923986486486487,0.9983108108108109,0.9926801801801802,0.9978415915915916,0.9929617117117117,0.9980292792792793,0.3611238204847371,0.372372614177815,0.0008427156276517673,0.000275843439502624
6,32.04904456138611,20.685279083251952,0.994481981981982,0.999268018018018,10,0.0002,rbf,"{'kernel': 'rbf', 'gamma': 0.00020000000000000001, 'C': 10}",1,0.9966216216216216,0.9994369369369369,0.9942286036036037,0.9992492492492493,0.9938063063063063,0.9992492492492493,0.9940878378378378,0.9993430930930931,0.9936655405405406,0.9990615615615616,0.802568720601206,0.45493186049736695,0.0010881840140815019,0.00012449792756588597
7,36.40924282073975,23.59048628807068,0.9942567567567567,0.9996996996996996,10,0.0003,rbf,"{'kernel': 'rbf', 'gamma': 0.00030000000000000003, 'C': 10}",5,0.9960585585585585,0.9997184684684685,0.9943693693693694,0.9998123123123123,0.9936655405405406,0.9998123123123123,0.993384009009009,0.9996246246246246,0.9938063063063063,0.9995307807807807,0.5946853915557555,0.4822898476382141,0.0009563788148346086,0.00010943978781616093
8,42.14132919311523,27.787475872039796,0.9943412162162162,0.9999249249249249,10,0.0004,rbf,"{'kernel': 'rbf', 'gamma': 0.00040000000000000002, 'C': 10}",4,0.9963400900900901,1.0,0.9940878378378378,0.9999061561561562,0.9936655405405406,1.0,0.9935247747747747,0.9999061561561562,0.9940878378378378,0.9998123123123123,0.6986264922392821,0.628650113998073,0.0010244034571317603,7.022630230432638e-05
9,47.34996848106384,30.51242341995239,0.9942004504504505,0.9999812312312312,10,0.0005,rbf,"{'kernel': 'rbf', 'gamma': 0.00050000000000000001, 'C': 10}",7,0.9956362612612613,1.0,0.9945101351351351,1.0,0.9931024774774775,1.0,0.9936655405405406,1.0,0.9940878378378378,0.9999061561561562,1.2789342567176343,1.3252564462089755,0.0008557817654037432,3.75375375375242e-05
10,23.55472822189331,13.841413879394532,0.9932150900900901,0.9999812312312312,100,0.0001,rbf,"{'kernel': 'rbf', 'gamma': 0.0001, 'C': 100}",9,0.9947916666666666,1.0,0.9942286036036037,1.0,0.9921171171171171,1.0,0.9918355855855856,1.0,0.9931024774774775,0.9999061561561562,0.9461723639365718,0.23702209337343652,0.0011518734541373097,3.75375375375242e-05
11,26.52252616882324,16.57307872772217,0.9942004504504505,1.0,100,0.0002,rbf,"{'kernel': 'rbf', 'gamma': 0.00020000000000000001, 'C': 100}",7,0.9956362612612613,1.0,0.9949324324324325,1.0,0.9936655405405406,1.0,0.9929617117117117,1.0,0.9938063063063063,1.0,0.8482664193610274,0.7780688122926032,0.0009563788148346446,0.0
12,32.26053185462952,20.732978200912477,0.9943975225225226,1.0,100,0.0003,rbf,"{'kernel': 'rbf', 'gamma': 0.00030000000000000003, 'C': 100}",3,0.995777027027027,1.0,0.9950731981981982,1.0,0.9939470720720721,1.0,0.9931024774774775,1.0,0.9940878378378378,1.0,1.0517053366854139,0.695809481808757,0.0009311844261565754,0.0
13,38.19847111701965,25.30039358139038,0.9944538288288288,1.0,100,0.0004,rbf,"{'kernel': 'rbf', 'gamma': 0.00040000000000000002, 'C': 100}",2,0.9959177927927928,1.0,0.9947916666666666,1.0,0.9938063063063063,1.0,0.9939470720720721,1.0,0.9938063063063063,1.0,0.4453289088012839,0.4043766212222785,0.000818864840779786,0.0
14,44.90010199546814,29.421428537368776,0.9942286036036037,1.0,100,0.0005,rbf,"{'kernel': 'rbf', 'gamma': 0.00050000000000000001, 'C': 100}",6,0.9956362612612613,1.0,0.9946509009009009,1.0,0.9932432432432432,1.0,0.9938063063063063,1.0,0.9938063063063063,1.0,0.5888931856626588,0.7243134500480473,0.0008351574872855615,0.0
15,23.99168496131897,11.825781917572021,0.9886824324324325,1.0,1,,linear,"{'kernel': 'linear', 'C': 1}",15,0.9900056306306306,1.0,0.989161036036036,1.0,0.9864864864864865,1.0,0.9887387387387387,1.0,0.9890202702702703,1.0,0.9567015551564182,0.4820108957021409,0.00117638414503243,0.0
16,24.16521577835083,11.868639993667603,0.9886824324324325,1.0,10,,linear,"{'kernel': 'linear', 'C': 10}",15,0.9900056306306306,1.0,0.989161036036036,1.0,0.9864864864864865,1.0,0.9887387387387387,1.0,0.9890202702702703,1.0,0.8625481195606469,0.5246701431902573,0.00117638414503243,0.0
17,24.33612480163574,11.888578319549561,0.9886824324324325,1.0,20,,linear,"{'kernel': 'linear', 'C': 20}",15,0.9900056306306306,1.0,0.989161036036036,1.0,0.9864864864864865,1.0,0.9887387387387387,1.0,0.9890202702702703,1.0,0.8646366312479453,0.537295297682775,0.00117638414503243,0.0
18,22.84057822227478,10.240130758285522,0.9886824324324325,1.0,50,,linear,"{'kernel': 'linear', 'C': 50}",15,0.9900056306306306,1.0,0.989161036036036,1.0,0.9864864864864865,1.0,0.9887387387387387,1.0,0.9890202702702703,1.0,0.9008561877578211,1.2021667995295033,0.00117638414503243,0.0
